ego prestige,ego citations,relational prestige,relational citations,avg review score
25,9,"[25, 25, 25]","[52, 2606, 327]",0.4222222222222222
25,52,"[25, 25, 25]","[2606, 9, 327]",0.4222222222222222
25,327,"[25, 25, 25]","[52, 2606, 9]",0.4222222222222222
25,2606,"[25, 25, 25]","[52, 9, 327]",0.4222222222222222
99,0,[301],[668],0.38888888888888884
99,13,"[101, 6, 101]","[980, 8834, 1019]",0.5925925925925927
6,8834,"[99, 101, 101]","[13, 980, 1019]",0.5925925925925927
10,518,"[10, 61, 10, 10]","[1848, 3879, 485, 3036]",0.6296296296296297
500,2,[],[],0.3703703703703704
500,0,"[99, 500]","[395, 0]",0.4444444444444444
500,0,"[500, 99]","[0, 395]",0.4444444444444444
4,16,[4],[37473],0.5555555555555556
4,37473,[4],[16],0.5555555555555556
101,2294,"[101, 101, 27]","[110, 77767, 6719]",0.5185185185185185
101,110,"[101, 101, 27]","[2294, 77767, 6719]",0.5185185185185185
101,458,[101],[2110],0.4444444444444444
101,2110,[101],[458],0.4444444444444444
4,475,"[2, 99, 99, 99]","[1863, 8007, 868, 946]",0.6296296296296297
99,946,"[2, 99, 99, 4]","[1863, 8007, 868, 475]",0.6296296296296297
99,868,"[99, 401, 101, 99, 4, 2, 99, 99]","[946, 195, 1221, 8007, 475, 1863, 843, 348]",0.5730994152046783
101,0,[301],[1228],0.5555555555555555
301,1228,[101],[0],0.5555555555555555
101,22403,"[61, 2, 99]","[1509, 11747, 9]",0.5185185185185185
99,9,"[101, 2, 61]","[22403, 11747, 1509]",0.5185185185185185
2,11747,"[61, 101, 99]","[1509, 22403, 9]",0.5185185185185185
99,6,"[101, 201, 99]","[1123, 39600, 3978]",0.48148148148148145
99,10,"[4, 402, 99]","[331, 10105, 831]",0.5925925925925927
99,7,"[99, 99]","[230, 21]",0.5185185185185185
99,21,"[99, 99]","[230, 7]",0.5185185185185185
99,230,"[99, 99]","[7, 21]",0.5185185185185185
301,1063,"[101, 101, 101, 101]","[3618, 404, 368, 105]",0.6666666666666666
101,105,"[301, 101, 101, 101]","[1063, 404, 368, 3618]",0.6666666666666666
12,11,"[12, 4]","[2073, 655]",0.5925925925925927
4,655,"[12, 12]","[11, 2073]",0.5925925925925927
99,15,"[27, 151, 99, 201]","[24616, 8720, 3115, 439]",0.6296296296296295
99,3115,"[27, 151, 99, 201]","[24616, 8720, 15, 439]",0.6296296296296295
61,141,"[17, 99, 99, 99]","[468, 240, 3, 266]",0.5555555555555556
99,240,"[17, 61, 99, 99]","[468, 141, 3, 266]",0.5555555555555556
99,266,"[61, 99, 99, 17]","[141, 3, 240, 468]",0.5555555555555556
99,3,"[61, 17, 99, 99]","[141, 468, 240, 266]",0.5555555555555556
93,12451,"[101, 27, 2, 101]","[12916, 10456, 1384, 289]",0.5925925925925927
2,1384,"[101, 27, 93, 101]","[12916, 10456, 12451, 289]",0.5925925925925927
10,1737,"[61, 10, 10, 10, 10, 10]","[11048, 52, 5, 60298, 57, 17219]",0.6222222222222222
29,4233,"[29, 29]","[7308, 20]",0.3703703703703704
301,57,[99],[483],0.4444444444444444
99,483,[301],[57],0.4444444444444444
99,362,[40],[3822],0.6666666666666666
99,384,"[99, 99, 101]","[305, 821, 597]",0.4814814814814814
101,597,"[99, 99, 99]","[305, 384, 821]",0.4814814814814814
99,305,"[99, 99, 101]","[384, 821, 597]",0.4814814814814814
99,821,"[99, 101, 500, 99, 99, 99]","[3, 597, 0, 471, 305, 384]",0.44444444444444436
500,0,"[101, 85]","[6710, 301]",0.1111111111111111
99,418,"[99, 29, 101, 32]","[149, 20, 5036, 643]",0.6296296296296297
99,149,"[301, 32, 99, 38, 38, 29, 2, 101]","[485, 643, 418, 10560, 5, 20, 7104, 5036]",0.5000000000000001
401,1019,"[401, 401]","[13, 361]",0.5185185185185185
401,361,"[401, 401]","[13, 1019]",0.5185185185185185
401,13,"[401, 401]","[361, 1019]",0.5185185185185185
99,821,"[84, 99]","[7, 109]",0.425925925925926
99,109,"[99, 84]","[821, 7]",0.48148148148148145
84,7,"[99, 99]","[821, 109]",0.425925925925926
15,1,[2],[7996],0.3703703703703703
2,7996,[15],[1],0.3703703703703703
151,1179,"[151, 151, 151, 151]","[289, 456, 7792, 118]",0.4444444444444444
151,456,"[151, 151, 151, 151]","[289, 7792, 118, 1179]",0.4444444444444444
151,118,"[151, 151, 151, 151]","[289, 456, 7792, 1179]",0.4444444444444444
151,289,"[151, 151, 151, 151]","[456, 7792, 118, 1179]",0.4444444444444444
151,7792,"[151, 151, 151, 151]","[289, 456, 118, 1179]",0.4444444444444444
151,2846,[401],[8],0.5185185185185185
401,8,[151],[2846],0.5185185185185185
99,845,"[99, 99, 2, 27, 99, 101, 99, 10, 61, 99, 27]","[90, 971, 7566, 14891, 97, 2152, 28, 804, 2277, 3575, 372]",0.5925925925925926
99,97,"[99, 99, 99, 2, 27, 99, 101, 10, 61, 99, 27]","[90, 845, 971, 7566, 14891, 28, 2152, 804, 2277, 3575, 372]",0.5925925925925926
99,28,"[99, 99, 99, 2, 27, 99, 101, 10, 61, 99, 27]","[90, 845, 971, 7566, 14891, 97, 2152, 804, 2277, 3575, 372]",0.5925925925925926
99,90,"[99, 99, 2, 27, 99, 101, 99, 10, 61, 99, 27]","[845, 971, 7566, 14891, 97, 2152, 28, 804, 2277, 3575, 372]",0.5925925925925926
27,372,"[99, 99, 99, 2, 27, 99, 101, 99, 10, 61, 99]","[90, 845, 971, 7566, 14891, 97, 2152, 28, 804, 2277, 3575]",0.5925925925925926
99,3575,"[99, 99, 99, 2, 27, 99, 101, 99, 10, 61, 27]","[90, 845, 971, 7566, 14891, 97, 2152, 28, 804, 2277, 372]",0.5925925925925926
2,7566,"[99, 99, 99, 27, 99, 101, 99, 10, 61, 99, 27]","[90, 845, 971, 14891, 97, 2152, 28, 804, 2277, 3575, 372]",0.5925925925925926
500,0,[],[],0.5555555555555555
99,1,"[151, 25, 500]","[193, 5104, 0]",0.48148148148148145
99,46,[83],[14292],0.3333333333333333
83,14292,[99],[46],0.3333333333333333
99,456,"[99, 4, 2, 16, 99]","[6224, 475, 1863, 18295, 8007]",0.5185185185185185
99,6224,"[99, 4, 2, 16, 99]","[456, 475, 1863, 18295, 8007]",0.5185185185185185
99,8007,"[99, 99, 4, 2, 16]","[456, 6224, 475, 1863, 18295]",0.5185185185185185
40,244,"[5, 5, 101]","[284, 815, 1307]",0.48148148148148145
201,19,"[99, 201, 201, 201, 99, 201, 54, 201, 201]","[68, 1886, 7, 699, 29, 11, 133, 177, 1422]",0.5925925925925927
99,68,"[201, 201, 201, 201, 99, 201, 54, 201, 201]","[19, 1886, 7, 699, 29, 11, 133, 177, 1422]",0.5925925925925927
54,133,"[201, 99, 201, 201, 201, 99, 201, 201, 201]","[19, 68, 1886, 7, 699, 29, 11, 177, 1422]",0.5925925925925927
201,699,"[201, 99, 201, 201, 99, 201, 54, 201, 201]","[19, 68, 1886, 7, 29, 11, 133, 177, 1422]",0.5925925925925927
201,1422,"[201, 99, 201, 201, 201, 99, 201, 54, 201]","[19, 68, 1886, 7, 699, 29, 11, 133, 177]",0.5925925925925927
201,7,"[201, 99, 201, 201, 99, 201, 54, 201, 201]","[19, 68, 1886, 699, 29, 11, 133, 177, 1422]",0.5925925925925927
201,11,"[201, 99, 201, 201, 201, 99, 54, 201, 201]","[19, 68, 1886, 7, 699, 29, 133, 177, 1422]",0.5925925925925927
99,29,"[201, 99, 201, 201, 201, 201, 54, 201, 201]","[19, 68, 1886, 7, 699, 11, 133, 177, 1422]",0.5925925925925927
201,177,"[201, 99, 201, 201, 201, 99, 201, 54, 201]","[19, 68, 1886, 7, 699, 29, 11, 133, 1422]",0.5925925925925927
201,1886,"[201, 99, 201, 201, 201, 99, 201, 201, 54, 201, 201]","[19, 68, 0, 7, 699, 29, 0, 11, 133, 177, 1422]",0.5000000000000001
201,25,[201],[2616],0.5185185185185185
101,545,"[101, 2, 27, 99, 61, 27, 101, 101]","[14638, 188, 5277, 685, 139, 704, 8, 8]",0.7222222222222222
101,8,"[101, 2, 61, 27, 101, 101]","[14638, 188, 139, 704, 545, 8]",0.7037037037037037
10,5,"[10, 10]","[1737, 60298]",0.4444444444444444
301,1063,"[101, 151]","[1000, 148]",0.25925925925925924
151,148,"[101, 301]","[1000, 1063]",0.25925925925925924
101,1000,"[151, 301]","[148, 1063]",0.25925925925925924
99,17,"[101, 99, 101, 99]","[617, 80, 138, 879]",0.7037037037037037
101,617,"[301, 101, 99, 99, 201, 301, 99]","[12179, 138, 879, 80, 59057, 2051, 17]",0.462962962962963
101,138,"[101, 99, 99, 99]","[617, 879, 80, 17]",0.7037037037037037
99,80,"[101, 99, 101, 99]","[617, 879, 138, 17]",0.7037037037037037
99,879,"[301, 101, 101, 99, 201, 301, 99]","[12179, 138, 617, 80, 59057, 2051, 17]",0.462962962962963
401,30,[401],[2081],0.4074074074074074
401,2081,"[401, 401, 99, 151, 99]","[44, 30, 121, 76, 100]",0.7037037037037038
99,124,"[201, 34, 500, 13, 101, 201]","[1198, 1166, 0, 1179, 77767, 709]",0.5925925925925926
500,0,"[201, 34, 13, 99, 101, 201]","[1198, 1166, 1179, 124, 77767, 709]",0.5925925925925926
61,40,[61],[1],0.48148148148148145
61,1,[61],[40],0.48148148148148145
151,2426,"[99, 301]","[48, 6]",0.5
301,6,"[151, 99]","[2426, 48]",0.5
99,48,"[151, 301]","[2426, 6]",0.5
99,5,"[101, 86, 500, 99]","[1531, 243, 0, 1969]",0.4444444444444444
500,0,"[101, 86, 99, 99]","[1531, 243, 5, 1969]",0.4444444444444444
86,243,"[101, 99, 500, 99]","[1531, 1969, 0, 5]",0.4444444444444444
101,1531,"[86, 500, 99, 99]","[243, 0, 5, 1969]",0.4444444444444444
201,339,"[12, 5]","[9896, 1502]",0.7407407407407408
101,2294,"[101, 101, 101, 101]","[613, 14638, 89, 24]",0.7037037037037037
500,0,"[99, 99, 99]","[3, 821, 471]",0.4074074074074074
99,3,"[99, 500, 99]","[821, 0, 471]",0.4074074074074074
99,471,"[99, 99, 500]","[3, 821, 0]",0.4074074074074074
52,6,"[99, 5, 1]","[175, 853, 764]",0.6296296296296297
1,764,"[52, 5, 99]","[6, 853, 175]",0.6296296296296297
99,175,"[52, 5, 1]","[6, 853, 764]",0.6296296296296297
99,2,[],[],0.25925925925925924
99,735,"[27, 27]","[42996, 1436]",0.7037037037037037
27,1436,"[99, 27]","[735, 42996]",0.7037037037037037
61,494,"[25, 27, 301]","[7884, 10456, 19162]",0.7037037037037037
25,7884,"[27, 301, 61]","[10456, 19162, 494]",0.7037037037037037
201,150,"[401, 99]","[8431, 27]",0.6666666666666666
99,6,[151],[1345],0.5277777777777778
151,1345,[99],[6],0.5277777777777778
10,112,"[10, 10, 10]","[75, 1912, 156]",0.4074074074074074
10,156,"[10, 10, 10]","[75, 1912, 112]",0.4074074074074074
99,32,"[61, 201, 101]","[40, 39600, 1123]",0.3703703703703703
61,40,"[99, 201, 101]","[32, 39600, 1123]",0.3703703703703703
31,288,"[31, 99, 31]","[13326, 106, 420]",0.4444444444444444
31,420,"[31, 99, 31]","[288, 106, 13326]",0.4444444444444444
99,3,[99],[1279],0.22222222222222224
99,1279,[99],[3],0.22222222222222224
27,325,"[12, 10, 27, 27, 99, 12, 12, 9]","[16, 4989, 35, 42996, 312, 4018, 8267, 6513]",0.7222222222222222
99,312,"[12, 10, 27, 27, 12, 12, 27, 9]","[16, 4989, 35, 42996, 4018, 8267, 325, 6513]",0.7222222222222222
12,4018,"[12, 10, 27, 27, 99, 12, 27, 9]","[16, 4989, 35, 42996, 312, 8267, 325, 6513]",0.7222222222222222
10,4989,"[12, 27, 27, 99, 12, 12, 27, 9]","[16, 35, 42996, 312, 4018, 8267, 325, 6513]",0.7222222222222222
9,6513,"[12, 10, 27, 27, 99, 12, 12, 27]","[16, 4989, 35, 42996, 312, 4018, 8267, 325]",0.7222222222222222
99,14,"[99, 101]","[732, 980]",0.7407407407407408
8,1141,"[4, 12, 4, 4]","[9920, 9896, 9629, 1594]",0.9629629629629629
99,69,"[99, 99, 401]","[77, 81, 258]",0.5925925925925927
84,77,"[99, 99, 25]","[27, 479, 583]",0.4888888888888888
52,31,"[52, 99, 101]","[77, 10, 3165]",0.5925925925925927
99,10,"[52, 52, 101]","[77, 31, 3165]",0.5925925925925927
52,77,"[99, 52, 101]","[10, 31, 3165]",0.5925925925925927
500,0,"[2, 29, 99]","[59559, 1131, 1685]",0.7037037037037037
500,0,"[301, 5, 49, 301]","[2941, 116, 900, 92]",0.5185185185185185
5,116,"[301, 49, 500, 301]","[2941, 900, 0, 92]",0.5185185185185185
49,900,"[301, 5, 500, 301]","[2941, 116, 0, 92]",0.5185185185185185
15,127,"[500, 99, 61]","[0, 3, 1626]",0.5925925925925927
500,0,"[99, 61, 15]","[3, 1626, 127]",0.5925925925925927
99,3,"[500, 61, 15]","[0, 1626, 127]",0.5925925925925927
61,1626,"[500, 99, 15]","[0, 3, 127]",0.5925925925925927
401,488,"[50, 4, 4]","[1638, 18208, 37]",0.5555555555555556
99,3,"[11, 99, 99]","[2280, 11, 26]",0.3333333333333333
99,26,"[99, 99, 11]","[3, 11, 2280]",0.3333333333333333
99,11,"[99, 11, 99]","[3, 2280, 26]",0.3333333333333333
11,2280,"[99, 99, 99]","[3, 11, 26]",0.3333333333333333
99,1,"[99, 101, 10]","[63, 1698, 404]",0.6666666666666666
99,63,"[101, 99, 10]","[1698, 1, 404]",0.6666666666666666
99,0,"[61, 99, 101]","[4452, 328, 256]",0.22222222222222224
101,256,"[61, 99, 99]","[4452, 0, 328]",0.22222222222222224
99,328,"[61, 99, 101]","[4452, 0, 256]",0.22222222222222224
61,4452,"[99, 99, 101]","[0, 328, 256]",0.22222222222222224
500,0,"[99, 7, 99, 99]","[582, 427, 12, 34]",0.4814814814814814
99,34,"[99, 7, 500, 99]","[582, 427, 0, 12]",0.4814814814814814
99,12,"[99, 7, 500, 99]","[582, 427, 0, 34]",0.4814814814814814
99,582,"[7, 500, 99, 99]","[427, 0, 12, 34]",0.4814814814814814
99,9,"[99, 201, 99, 401]","[295, 170, 2685, 3530]",0.7037037037037037
201,170,"[99, 99, 99, 401]","[295, 9, 2685, 3530]",0.7037037037037037
401,3530,"[99, 201, 99, 99]","[295, 170, 9, 2685]",0.7037037037037037
99,2685,"[201, 99, 99, 401]","[170, 9, 295, 3530]",0.7037037037037037
99,295,"[201, 99, 99, 401]","[170, 9, 2685, 3530]",0.7037037037037037
5,17,"[99, 99, 1, 25]","[479, 27, 2046, 583]",0.5925925925925927
1,2046,"[99, 99, 25, 5]","[479, 27, 583, 17]",0.5925925925925927
25,618,[5],[951],0.3333333333333333
5,951,[25],[618],0.3333333333333333
101,14,"[101, 101, 201]","[92, 5956, 26]",0.6666666666666666
101,92,"[101, 101, 201]","[14, 5956, 26]",0.6666666666666666
201,26,"[101, 101, 101]","[14, 5956, 92]",0.6666666666666666
99,21,[99],[353],0.2222222222222222
99,353,[99],[21],0.2222222222222222
101,3718,"[14, 5]","[38, 82]",0.2592592592592593
14,38,"[5, 101]","[82, 3718]",0.2592592592592593
500,0,[29],[2405],0.3703703703703704
29,2405,[500],[0],0.3703703703703704
2,146,"[27, 61, 25]","[14891, 3257, 4765]",0.7407407407407406
99,206,"[500, 99, 99]","[0, 177, 53]",0.3703703703703704
99,53,"[500, 99, 99]","[0, 177, 206]",0.3703703703703704
500,0,"[99, 99, 99]","[177, 53, 206]",0.3703703703703704
99,177,"[500, 99, 99]","[0, 53, 206]",0.3703703703703704
201,0,"[201, 201]","[1886, 0]",0.4074074074074074
201,0,"[201, 201]","[1886, 0]",0.4074074074074074
99,6832,"[99, 99, 4, 12]","[2408, 485, 141, 9896]",0.5185185185185185
4,141,"[99, 99, 99, 12]","[2408, 485, 6832, 9896]",0.5185185185185185
99,2408,"[12, 99, 99, 4]","[9896, 485, 6832, 141]",0.5185185185185185
99,485,"[99, 99, 4, 12]","[2408, 6832, 141, 9896]",0.5185185185185185
99,161,[99],[4074],0.48148148148148145
99,4074,[99],[161],0.48148148148148145
99,71,"[401, 99]","[2319, 44]",0.5555555555555556
99,44,"[99, 401]","[71, 2319]",0.5555555555555556
401,2319,"[99, 99]","[71, 44]",0.5555555555555556
101,347,"[101, 101]","[333, 77767]",0.7407407407407408
101,333,"[101, 101]","[347, 77767]",0.7407407407407408
15,180,[50],[16516],0.4722222222222222
2,774,"[2, 99]","[430, 43]",0.29629629629629634
99,43,"[2, 2]","[430, 774]",0.29629629629629634
2,430,"[99, 2]","[43, 774]",0.29629629629629634
99,843,"[101, 99, 401, 99]","[1221, 868, 195, 348]",0.5625
101,1221,"[99, 99, 99]","[868, 348, 843]",0.5925925925925927
99,0,"[99, 500]","[6, 0]",0.1851851851851852
99,6,"[500, 99]","[0, 0]",0.1851851851851852
500,0,"[99, 99]","[6, 0]",0.1851851851851852
401,44,"[401, 151, 99, 99]","[2081, 76, 100, 121]",0.7777777777777778
99,121,"[401, 401, 99, 151]","[44, 2081, 100, 76]",0.7777777777777778
99,100,"[401, 401, 151, 99]","[44, 2081, 76, 121]",0.7777777777777778
151,76,"[401, 401, 99, 99]","[44, 2081, 100, 121]",0.7777777777777778
201,612,"[99, 99]","[304, 18512]",0.6666666666666666
99,304,"[201, 99]","[612, 18512]",0.6666666666666666
99,18512,"[201, 99]","[612, 304]",0.6666666666666666
29,70,"[29, 29]","[13853, 25]",0.6666666666666666
53,0,[53],[945],0.6666666666666666
53,945,[53],[0],0.6666666666666666
99,202,[1],[12056],0.6296296296296297
1,12056,[99],[202],0.6296296296296297
151,1006,"[101, 101, 301]","[29133, 3018, 629]",0.5185185185185185
301,629,"[101, 101, 151]","[29133, 3018, 1006]",0.5185185185185185
101,29133,"[101, 301, 151]","[3018, 629, 1006]",0.5185185185185185
4,15179,"[4, 4]","[3547, 39932]",0.6666666666666666
4,3547,"[4, 4]","[39932, 15179]",0.6666666666666666
301,17,[301],[1494],0.4074074074074074
301,1494,[301],[17],0.4074074074074074
101,86,[101],[5956],0.6666666666666666
4,5182,"[4, 4]","[3413, 518]",0.3333333333333333
301,72,[201],[34908],0.1851851851851852
201,34908,[301],[72],0.1851851851851852
101,1533,"[101, 101, 101, 101, 101]","[22, 257, 3946, 264, 17]",0.6296296296296297
101,17,"[101, 101, 101, 101, 101]","[22, 257, 3946, 264, 1533]",0.6296296296296297
101,22,"[101, 101, 101, 101, 101]","[257, 3946, 264, 17, 1533]",0.6296296296296297
101,264,"[101, 101, 101, 101, 101]","[22, 257, 3946, 17, 1533]",0.6296296296296297
101,257,"[101, 101, 101, 101, 101]","[22, 3946, 264, 17, 1533]",0.6296296296296297
40,177,[40],[0],0.5555555555555556
40,0,[40],[177],0.5555555555555556
201,70,[75],[4542],0.2222222222222222
75,4542,[201],[70],0.2222222222222222
99,7,"[101, 101, 10, 101]","[1303, 1, 97, 79]",0.5555555555555555
101,79,"[101, 99, 101, 10]","[1303, 7, 1, 97]",0.5555555555555555
10,97,"[101, 99, 101, 101]","[1303, 7, 1, 79]",0.5555555555555555
101,1,"[101, 99, 10, 101]","[1303, 7, 97, 79]",0.5555555555555555
99,390,"[64, 99]","[5919, 67]",0.3333333333333333
93,12451,"[5, 5, 61, 99, 13]","[3033, 4354, 4472, 988, 1625]",0.6296296296296297
61,4472,[93],[12451],0.4444444444444444
61,256,"[500, 101, 1]","[0, 385, 249]",0.25925925925925924
1,249,"[500, 61, 101]","[0, 256, 385]",0.25925925925925924
101,385,"[500, 61, 1]","[0, 256, 249]",0.25925925925925924
500,0,"[61, 101, 1]","[256, 385, 249]",0.25925925925925924
38,5,"[99, 38, 301, 2]","[149, 10560, 485, 7104]",0.3703703703703703
301,485,"[99, 38, 38, 2]","[149, 10560, 5, 7104]",0.3703703703703703
2,7104,"[99, 38, 301, 38]","[149, 10560, 485, 5]",0.3703703703703703
38,10560,"[99, 301, 38, 2]","[149, 485, 5, 7104]",0.3703703703703703
99,67,[],[],0.25925925925925924
99,61,"[101, 99, 99]","[372, 1905, 318]",0.48148148148148145
101,372,"[99, 99, 99]","[1905, 61, 318]",0.48148148148148145
99,1905,"[101, 99, 99]","[372, 61, 318]",0.48148148148148145
99,318,"[101, 99, 99]","[372, 1905, 61]",0.48148148148148145
301,112,"[151, 99, 14, 101]","[3177, 1770, 5750, 4100]",0.5185185185185185
99,1770,"[151, 301, 14, 101]","[3177, 112, 5750, 4100]",0.5185185185185185
151,3177,"[301, 14, 99, 101]","[112, 5750, 1770, 4100]",0.5185185185185185
101,4100,"[151, 301, 14, 99]","[3177, 112, 5750, 1770]",0.5185185185185185
99,104,[],[],0.3333333333333333
99,13,"[7, 14]","[523, 1208]",0.6666666666666666
7,523,"[99, 14]","[13, 1208]",0.6666666666666666
14,1208,"[7, 99]","[523, 13]",0.6666666666666666
500,0,"[500, 2, 12]","[0, 11636, 887]",0.4444444444444444
500,0,"[2, 12, 500]","[11636, 887, 0]",0.4444444444444444
99,17,"[6, 99, 101]","[3440, 18, 660]",0.5
6,3440,"[99, 99, 101]","[17, 18, 660]",0.5
301,12,"[101, 301, 99, 101]","[1350, 730, 2225, 3032]",0.4444444444444444
99,2225,"[101, 301, 101, 301]","[1350, 730, 3032, 12]",0.4444444444444444
101,3032,"[101, 301, 99, 301]","[1350, 730, 2225, 12]",0.4444444444444444
101,1350,"[301, 99, 101, 301]","[730, 2225, 3032, 12]",0.4444444444444444
101,1465,"[201, 99, 151]","[166, 84, 668]",0.3333333333333333
201,166,"[101, 99, 151]","[1465, 84, 668]",0.3333333333333333
99,84,"[101, 201, 151]","[1465, 166, 668]",0.3333333333333333
151,668,"[101, 201, 99]","[1465, 166, 84]",0.3333333333333333
99,76,"[99, 99]","[169, 1592]",0.2222222222222222
99,169,"[201, 99, 99, 99, 99, 99, 99, 99]","[1911, 80, 0, 76, 16, 20, 1592, 145]",0.35185185185185186
99,1592,"[99, 99]","[169, 76]",0.2222222222222222
61,22,"[1, 61, 61, 61, 61]","[75, 291, 4874, 979, 715]",0.7407407407407408
61,715,"[1, 61, 61, 61, 61]","[75, 291, 4874, 22, 979]",0.7407407407407408
1,75,"[61, 61, 61, 61, 61]","[291, 4874, 22, 979, 715]",0.7407407407407408
6,1797,[99],[225],0.4444444444444444
5,2474,"[101, 201]","[12087, 3634]",0.5925925925925927
99,40,"[101, 99]","[641, 365]",0.3333333333333333
101,641,"[99, 99]","[40, 365]",0.3333333333333333
99,1,"[301, 151, 99]","[32799, 20641, 719]",0.3333333333333333
99,719,"[301, 151, 99]","[32799, 20641, 1]",0.3333333333333333
301,32799,"[151, 99, 99]","[20641, 1, 719]",0.3333333333333333
151,20641,"[301, 99, 99]","[32799, 1, 719]",0.3333333333333333
99,57,"[18, 48]","[32563, 4796]",0.2962962962962963
48,4796,"[99, 18]","[57, 32563]",0.2962962962962963
18,32563,"[99, 48]","[57, 4796]",0.2962962962962963
99,0,"[500, 101]","[0, 712]",0.48148148148148145
500,0,"[99, 101]","[0, 712]",0.48148148148148145
101,712,"[99, 500]","[0, 0]",0.48148148148148145
99,323,"[5, 99, 99, 61]","[1311, 2199, 968, 3636]",0.7777777777777777
61,3636,"[5, 99, 99, 99]","[1311, 2199, 323, 968]",0.7777777777777777
99,3,"[99, 61]","[5, 3496]",0.48148148148148145
99,5,"[99, 61]","[3, 3496]",0.48148148148148145
61,3496,"[99, 99]","[3, 5]",0.48148148148148145
7,137,"[7, 7, 7]","[1787, 38603, 1486]",0.6296296296296297
7,38603,"[7, 7, 7]","[137, 1787, 1486]",0.6296296296296297
4,801,"[4, 2, 4, 4, 2]","[2726, 18844, 6953, 487, 1853]",0.5925925925925926
4,2726,"[2, 4, 4, 4, 2]","[18844, 6953, 801, 487, 1853]",0.5925925925925926
4,487,"[4, 2, 4, 4, 2]","[2726, 18844, 6953, 801, 1853]",0.5925925925925926
301,1511,"[301, 99]","[13971, 669]",0.4074074074074074
12,29,[12],[8267],0.48148148148148145
101,5347,"[151, 201, 151]","[2622, 18515, 5930]",0.3333333333333333
201,18515,"[151, 151, 101]","[2622, 5930, 5347]",0.3333333333333333
101,13763,[],[],0.8148148148148148
99,0,"[201, 99, 99, 99, 99, 99]","[1911, 80, 16, 20, 145, 169]",0.48148148148148145
99,16,"[201, 99, 99, 99, 99, 99]","[1911, 80, 0, 20, 145, 169]",0.48148148148148145
99,80,"[201, 99, 99, 99, 99, 99]","[1911, 0, 16, 20, 145, 169]",0.48148148148148145
99,20,"[201, 99, 99, 99, 99, 99]","[1911, 80, 0, 16, 145, 169]",0.48148148148148145
99,129,"[99, 2]","[2, 13803]",0.5925925925925926
50,207,"[99, 5, 99, 151, 61, 101, 29, 15]","[23, 8832, 514, 4052, 6942, 31, 6055, 13]",0.6666666666666666
99,23,"[61, 5, 99, 151, 101, 29, 50, 15]","[6942, 8832, 514, 4052, 31, 6055, 207, 13]",0.6666666666666666
101,31,"[99, 5, 99, 151, 61, 29, 50, 15]","[23, 8832, 514, 4052, 6942, 6055, 207, 13]",0.6666666666666666
15,13,"[99, 5, 99, 151, 61, 101, 29, 50]","[23, 8832, 514, 4052, 6942, 31, 6055, 207]",0.6666666666666666
5,8832,"[99, 61, 99, 151, 101, 29, 50, 15]","[23, 6942, 514, 4052, 31, 6055, 207, 13]",0.6666666666666666
29,6055,"[99, 5, 99, 151, 61, 101, 50, 15]","[23, 8832, 514, 4052, 6942, 31, 207, 13]",0.6666666666666666
61,6942,"[99, 5, 99, 151, 101, 29, 50, 15]","[23, 8832, 514, 4052, 31, 6055, 207, 13]",0.6666666666666666
99,685,"[101, 27]","[545, 5277]",0.7407407407407408
99,68,[],[],0.8148148148148148
13,1625,"[93, 5, 99, 5]","[12451, 3033, 988, 4354]",0.8148148148148148
500,0,[25],[272],0.1851851851851852
25,272,[500],[0],0.1851851851851852
99,665,[],[],0.36111111111111105
99,178,"[25, 6, 5]","[352, 17472, 4354]",0.4074074074074074
25,352,"[99, 6, 5]","[178, 17472, 4354]",0.4074074074074074
